LABEL,ID,TRACK_ID,QUALITY,POSITION_X,POSITION_Y,POSITION_Z,POSITION_T,FRAME,RADIUS,VISIBILITY,MANUAL_SPOT_COLOR,MEAN_INTENSITY_CH1,MEDIAN_INTENSITY_CH1,MIN_INTENSITY_CH1,MAX_INTENSITY_CH1,TOTAL_INTENSITY_CH1,STD_INTENSITY_CH1,CONTRAST_CH1,SNR_CH1,ELLIPSE_X0,ELLIPSE_Y0,ELLIPSE_MAJOR,ELLIPSE_MINOR,ELLIPSE_THETA,ELLIPSE_ASPECTRATIO,AREA,PERIMETER,CIRCULARITY,SOLIDITY,SHAPE_INDEX
Label,Spot ID,Track ID,Quality,X,Y,Z,T,Frame,Radius,Visibility,Manual spot color,Mean intensity ch1,Median intensity ch1,Min intensity ch1,Max intensity ch1,Sum intensity ch1,Std intensity ch1,Contrast ch1,Signal/Noise ratio ch1,Ellipse center x0,Ellipse center y0,Ellipse long axis,Ellipse short axis,Ellipse angle,Ellipse aspect ratio,Area,Perimeter,Circularity,Solidity,Shape index
Label,Spot ID,Track ID,Quality,X,Y,Z,T,Frame,R,Visibility,Spot color,Mean ch1,Median ch1,Min ch1,Max ch1,Sum ch1,Std ch1,Ctrst ch1,SNR ch1,El. x0,El. y0,El. long axis,El. sh. axis,El. angle,El. a.r.,Area,Perim.,Circ.,Solidity,Shape index
,,,(quality),(pixel),(pixel),(pixel),(frame),,(pixel),,,(counts),(counts),(counts),(counts),(counts),(counts),,,(pixel),(pixel),(pixel),(pixel),(radians),,(pixel^2),(pixel),,,
ID4202,4202,0,42.0,74.92248062015504,69.1937984496124,0.0,196.0,196,3.6996385101659595,1,,112.37209302325581,111.0,49.0,187.0,4832.0,37.22519836258765,0.8513409961685825,2.776313942041227,0.06871467149506107,-0.058611450598486,4.596390649677967,3.395651714524178,1.0506455459027655,1.353610745771683,43.0,24.806344131545217,0.8781178210920936,1.0,3.7829320152392434
ID4203,4203,0,41.0,74.60843373493977,68.51204819277109,0.0,197.0,197,3.634537147509613,1,,115.4390243902439,113.0,59.0,187.0,4733.0,36.98989644516987,0.8370311137298364,2.843967424746845,-0.0011093210787488919,0.04475726655302618,4.262283880521583,3.3275669249259257,1.1884513251256332,1.280901023686087,41.5,24.200104725336033,0.8904785651797317,0.9880952380952381,3.7565848009435743
ID4205,4205,0,33.0,74.52415458937199,68.46135265700482,0.0,198.0,198,3.3138634663094946,1,,104.6470588235294,99.0,53.0,185.0,3558.0,31.47185597259989,0.7497570791529962,2.849557882024129,-0.050679595082094485,-0.06541206956920247,4.120818670784153,2.966749069415952,1.457930285747641,1.389001420196079,34.5,22.200104725336036,0.8796682410113399,0.9857142857142858,3.779596826194091
ID4206,4206,0,43.0,74.25968992248062,66.2984496124031,0.0,199.0,199,3.6996385101659595,1,,101.79069767441861,94.0,40.0,192.0,4377.0,39.693803126489634,0.8311253660577326,2.327897391961635,-0.059970616966254324,-0.03085003227801076,4.251039480344135,3.4521672541811297,-1.4780970831999805,1.2314117965157807,43.0,25.00876701224514,0.8639602440177504,0.9662921348314607,3.8138012151485894
ID4207,4207,0,41.0,74.04618473895582,64.84136546184739,0.0,200.0,200,3.634537147509613,1,,114.66666666666667,114.0,51.0,208.0,4816.0,44.20444005216222,0.7969664547800366,2.300919166795755,0.06664042374119211,0.12320184365842797,4.112081259362859,3.5298731582066685,1.4274243462390803,1.1649374000316708,41.5,24.830621427371835,0.8458294133545544,0.9540229885057471,3.8544599748939166
ID4208,4208,0,47.0,73.85087719298245,62.9280701754386,0.0,201.0,201,3.888408362521876,1,,130.27659574468086,121.0,55.0,222.0,6123.0,53.103140874790135,0.8463406311746642,2.2491040739592596,0.06078606101923099,0.019581462507916304,4.45551578065996,3.626931409095136,1.3656747445235586,1.2284532785723519,47.5,27.594553449872045,0.7838929032634159,0.9405940594059405,4.003838632054691
ID4209,4209,0,46.0,73.75806451612904,61.725806451612904,0.0,202.0,202,3.847260025985541,1,,129.80434782608697,128.0,51.0,219.0,5971.0,50.20208918415753,0.8384665512688153,2.358454236249271,-0.3637465884041645,-0.12417514251670675,5.074133634316815,3.557411186101456,1.0251162974251766,1.4263556752002922,46.5,26.677315980170263,0.8210669125890004,0.9893617021276596,3.912151425005015
ID4211,4211,0,45.0,73.60486891385767,59.63857677902622,0.0,203.0,203,3.763613946086751,1,,107.29545454545455,103.0,52.0,185.0,4721.0,38.59664977957528,0.8183427279317097,2.5021952416441513,-0.17732362911497115,-0.1399647878354855,5.525825883526273,2.8677788410567038,1.2867793692016931,1.9268661182708726,44.5,27.441248002670473,0.7426123327873364,0.967391304347826,4.113616992719182
ID4212,4212,0,43.0,73.38014981273407,56.44756554307116,0.0,204.0,204,3.763613946086751,1,,92.4090909090909,93.0,52.0,165.0,4066.0,26.49995013757326,0.7916003109162292,3.0815162600210444,0.0838082357772108,0.10932757830347005,6.236801363140766,2.626153286599377,1.2840930018244263,2.3748809313476293,44.5,28.672240680335616,0.6802156315212025,0.956989247311828,4.29815059688556
ID4210,4210,0,40.0,73.05,54.2125,0.0,205.0,205,3.5682482323055424,1,,92.6,88.0,42.0,185.0,3704.0,34.61865511615496,0.768581887633296,2.324854419193638,0.001240424432952605,-0.10678316164373604,6.189311788587906,2.3579419895103584,1.2438891490500952,2.6248787358306283,40.0,28.189437367217558,0.6325531744855954,0.975609756097561,4.457141401953391
ID4213,4213,0,32.0,73.19791666666667,52.067708333333336,0.0,206.0,206,3.1915382432114616,1,,93.375,91.0,47.0,147.0,2988.0,25.439047963521013,0.6623087621696802,2.9248834353666373,0.10893860250164397,0.062031872197727746,4.070053902874348,2.7558403716454234,1.4982657511405693,1.476883038927342,32.0,23.00876701224514,0.7595793500388403,0.9014084507042254,4.067413795274969
ID4214,4214,0,43.0,72.74621212121212,49.571969696969695,0.0,207.0,207,3.742410318509555,1,,110.38636363636364,104.0,52.0,180.0,4857.0,40.42404068792619,0.8360635080645161,2.4868939700114967,0.11044531646566436,-0.047261512988360434,5.148138132432983,2.9379667106196354,1.2398558670780047,1.7522792596064538,44.00000000000001,27.48090296724472,0.7321508032420145,0.9072164948453609,4.142902001932504
ID4215,4215,0,44.0,72.54444444444445,46.959259259259255,0.0,208.0,208,3.7846987830302403,1,,112.93333333333334,104.0,41.0,201.0,5082.0,42.23710131238561,0.8314613490299718,2.4277409565194685,-0.012009479709501981,-0.05349756362169193,4.955234052339797,3.0657470279218257,1.3643257022329227,1.6163218971458306,45.0,25.549823185463147,0.866256646445,1.0,3.808742763719721
ID4216,4216,0,40.0,72.239837398374,44.74390243902439,0.0,209.0,209,3.6125759969217834,1,,118.1219512195122,112.0,51.0,211.0,4843.0,46.66808069866984,0.824449048785082,2.2875613473433125,0.018274715744226185,0.2646603014464449,4.933818210916859,3.096919109643481,1.468447634972724,1.5931375784254314,41.0,25.549823185463147,0.7892560556498889,0.9534883720930233,3.990212002462508
ID4217,4217,0,43.0,72.12790697674419,43.05038759689923,0.0,210.0,210,3.6996385101659595,1,,123.51162790697674,113.0,52.0,219.0,5311.0,52.72948578448632,0.862528493775206,2.169475903951748,0.03842680857672727,0.009856036738768018,4.541490397065738,3.2635075146278667,1.211622172704437,1.3915979591619227,43.0,25.61431828770913,0.8235931312063047,0.9555555555555556,3.9061469189199327
ID4218,4218,0,42.0,71.97450980392156,41.65686274509804,0.0,211.0,211,3.6780660900548137,1,,120.28571428571429,125.0,46.0,214.0,5052.0,51.85876020937024,0.8773443852792278,2.167944052314393,-0.05344830228709917,0.11867380072614778,4.706171960398475,3.195357126288535,1.123334718626047,1.4728156429465455,42.5,24.717659075489706,0.8741462894284368,0.9883720930232558,3.791515823433213
ID4220,4220,0,42.0,71.9417670682731,39.33132530120482,0.0,212.0,212,3.634537147509613,1,,106.0,112.0,44.0,184.0,4240.0,38.95164655352543,0.8326621302596863,2.472842451170897,0.059148198320947344,0.0902112506945291,4.350157733738319,3.4246503743896546,1.135338373680682,1.2702487139329106,41.5,24.443433543200516,0.8728377864674143,0.9764705882352941,3.794356758924578
ID4219,4219,0,34.0,71.92995169082126,38.18115942028985,0.0,213.0,213,3.3138634663094946,1,,116.88571428571429,119.0,54.0,174.0,4091.0,38.90771239784747,0.8276262076362865,2.7208374168561758,0.009075267349664061,0.06460914090812253,4.188661957019549,2.8028325380865775,1.0850420938457455,1.4944388935483965,34.5,23.659048552118026,0.774523158942022,0.9324324324324325,4.0279839183057575
ID4221,4221,0,36.0,71.90350877192982,36.921052631578945,0.0,214.0,214,3.477898169151024,1,,107.73684210526316,108.0,41.0,201.0,4094.0,43.719427440259615,0.8335448234679407,2.240563202359622,-0.06312109666071034,0.023772161795657522,4.704883624838513,2.8202993207515843,1.3625416440786022,1.6682213799862577,38.0,24.15537446092714,0.818400548680337,0.987012987012987,3.918519172997328
ID4222,4222,0,34.0,71.93809523809524,35.63333333333333,0.0,215.0,215,3.3377905890622728,1,,109.94444444444444,112.0,47.0,190.0,3958.0,42.51382594904153,0.8168107122716363,2.3253312999217117,-0.06136032308719943,0.02321898631827345,4.430525548033385,2.755806054530515,1.2887317130303793,1.6077058618655873,35.0,23.614318287709132,0.7887276812576429,0.9722222222222222,3.991548314674158
ID4223,4223,0,26.0,72.30666666666667,34.95333333333333,0.0,216.0,216,2.8209479177387813,1,,104.4074074074074,100.0,58.0,173.0,2819.0,33.79264742429956,0.7456405429505597,2.639452096018276,-0.07975777095878618,0.2072269133999431,3.526785929388382,2.8186845215472394,-1.3832210523415227,1.2512169781428573,25.0,19.36505818199175,0.837745802291041,0.9803921568627451,3.87301163639835
ID4224,4224,0,26.0,72.30666666666667,33.95333333333333,0.0,217.0,217,2.8209479177387813,1,,108.70370370370371,111.0,51.0,175.0,2935.0,36.295597121005876,0.7406001660538488,2.548620522629939,-0.07975777095878618,0.2072269133999431,3.526785929388382,2.8186845215472394,-1.3832210523415227,1.2512169781428573,25.0,19.36505818199175,0.837745802291041,0.9803921568627451,3.87301163639835
ID4225,4225,0,33.0,72.23846153846154,33.49487179487179,0.0,218.0,218,3.2163754912903433,1,,104.81818181818181,105.0,27.0,186.0,3459.0,40.89120821265752,0.8053308388101766,2.2869370166145093,0.037192333646169216,-0.09279406919151201,3.6955054792921835,3.153472772004432,1.1583197133806271,1.1718843784223387,32.5,21.727968770336457,0.8650774038408278,1.0,3.811337850655256
ID4226,4226,0,39.0,72.18398268398269,32.023809523809526,0.0,219.0,219,3.5007043031475735,1,,126.23076923076923,122.0,36.0,214.0,4923.0,47.93332075776095,0.870786891151947,2.451575493924609,0.021196677194810613,0.16076509577726067,4.526414532895908,3.032075690682989,1.137061993442205,1.4928435153531119,38.49999999999999,25.594553449872045,0.7385424792268852,0.9166666666666665,4.124935784776383
ID4227,4227,0,23.0,72.64492753623188,32.992753623188406,0.0,220.0,220,2.7057581899030048,1,,111.26086956521739,113.0,51.0,194.0,2559.0,47.31251745891773,0.7483488954680028,2.013132716818509,-0.03892993726532435,0.3828095542300596,4.186737259712606,2.2997999068745076,1.4497468682900123,1.8204789239262553,23.0,20.83130955811703,0.6660465064386432,0.92,4.343628306552314
ID4228,4228,0,36.0,72.36036036036036,31.7027027027027,0.0,221.0,221,3.431831258788849,1,,124.54054054054055,119.0,37.0,208.0,4608.0,53.21580518907819,0.8810722547285346,2.192331136438595,0.02748558382954794,-0.004998949611287833,4.327467682835364,2.941958331727135,1.1610778704070979,1.4709479859610513,37.0,22.78589116296294,0.8955287867939554,1.0,3.7459774320411974
ID4229,4229,0,26.0,72.70666666666666,32.72,0.0,222.0,222,2.8209479177387813,1,,116.96,117.0,45.0,201.0,2924.0,47.21712260045784,0.7933149340693039,2.1915778493244438,0.004563459809267064,0.0030150119576764856,3.1536082239590684,2.760628856354431,0.8215525691748704,1.1423513945744916,25.0,19.00876701224514,0.869444726027027,0.9615384615384616,3.801753402449028
ID4230,4230,0,37.0,73.00649350649351,31.6991341991342,0.0,223.0,223,3.500704303147574,1,,120.76923076923077,123.0,44.0,201.0,4710.0,49.93388341147328,0.8911322702764713,2.2793510546527647,0.043640422101122,0.02202560702880126,4.214667344198358,3.1270624196672503,1.280509607191416,1.3478040341282473,38.5,24.200104725336036,0.8261066207089077,0.9506172839506171,3.900200023898979
ID4231,4231,0,28.0,73.09649122807018,32.24269005847953,0.0,224.0,224,3.0119481662601757,1,,95.6896551724138,95.0,44.0,160.0,2775.0,31.8502113115617,0.7974397775761789,2.66579171519024,0.07290498181041176,-0.013459321240814424,3.5949687729066317,2.8435404531742603,-1.2792983719165634,1.264258002341253,28.5,20.358485472372255,0.8640995743132343,0.9827586206896551,3.813493727743179
ID4232,4232,0,31.0,73.43785310734462,32.313559322033896,0.0,225.0,225,3.064333800750471,1,,97.5,99.0,40.0,149.0,2925.0,33.197164399055694,0.8194997232399378,2.6456381201738273,0.05201850137265475,-0.08354731502384717,3.795847202755353,2.742090076185406,0.9741300135143641,1.3842897560957794,29.5,20.964036747836246,0.8434941120789056,0.9833333333333333,3.8597920237491525
ID4233,4233,0,36.0,73.41176470588235,32.26470588235294,0.0,226.0,226,3.2897623212397704,1,,131.1818181818182,125.0,62.0,210.0,4329.0,47.594284416208104,0.8488380856676297,2.5308990241844813,0.1420056983668838,0.061680240949368886,4.273898884083005,2.887861891277719,1.161911264268132,1.4799526587443699,34.0,21.97060945745574,0.8851249289183917,1.0,3.767928436672283
ID4234,4234,0,33.0,73.72033898305085,32.97457627118644,0.0,227.0,227,3.064333800750471,1,,129.58620689655172,122.0,56.0,209.0,3758.0,47.89759704782344,0.7711263949132097,2.3558685850570242,-0.21220938402179246,0.6529266043890979,4.338201460727251,3.0942448640257054,1.4867020563254094,1.4020226747934617,29.5,21.895025030269515,0.7732874964474569,0.9672131147540983,4.031200860222917
ID4235,4235,0,26.0,73.15432098765433,32.808641975308646,0.0,228.0,228,2.9316150714175193,1,,113.11111111111111,100.0,51.0,192.0,3054.0,44.698419635919095,0.8122836514686974,2.2684260999445995,0.03712803131061853,-0.03327204340266405,3.417018103398144,2.817367524762583,0.6843311929476077,1.2128407363842575,27.0,19.549823185463147,0.8877444389696744,1.0,3.7623652262455782
ID4236,4236,0,27.0,73.59356725146198,34.57602339181287,0.0,229.0,229,3.0119481662601757,1,,88.51724137931035,95.0,52.0,126.0,2567.0,20.67023513871226,0.7253005323800671,3.600523827059129,0.040644079574472594,-0.016145733928566355,3.9790244593991173,2.538355483409204,1.212968793630202,1.567559975506262,28.5,21.436172702835822,0.7793996911828746,0.95,4.015363041618168
ID4237,4237,0,28.0,74.15497076023391,36.76315789473684,0.0,230.0,230,3.0119481662601757,1,,104.79310344827586,100.0,56.0,154.0,3039.0,31.577997889969474,0.782903076952107,2.914461830380348,0.015429097199926417,-0.016797396749375696,3.8933209901849466,2.573976556205244,1.3660065732225748,1.5125704936197175,28.5,20.358485472372255,0.8640995743132343,1.0,3.813493727743179
ID4238,4238,0,29.0,74.01461988304094,37.5233918128655,0.0,231.0,231,3.0119481662601757,1,,102.60714285714286,95.0,44.0,171.0,2873.0,37.66159187614754,0.7671446479346928,2.3654516599790196,0.001976656263537732,-0.03360745653582384,4.050336831849016,2.534696591448029,1.5456227766475192,1.5979572645951787,28.5,20.964036747836243,0.8149010913304685,0.9661016949152542,3.9269238743001327
ID4240,4240,0,32.0,74.16666666666667,39.458333333333336,0.0,232.0,232,3.1915382432114616,1,,102.3125,95.0,51.0,193.0,3274.0,40.266401186549174,0.7938087845858824,2.2488248431692943,-0.02508397634068622,-0.005701509488715226,4.4194785465264665,2.6148716277010635,1.3984848040627504,1.6901321272172634,32.0,25.59524158061724,0.6138204826407999,0.8888888888888888,4.524642221940584
ID4239,4239,0,31.0,74.375,41.989583333333336,0.0,233.0,233,3.1915382432114616,1,,102.34375,95.0,43.0,192.0,3275.0,41.74779065044698,0.7707488510408218,2.1340949691441002,0.09205435181702354,-0.005283355316530332,3.7715876250061005,3.0154215615683038,1.2103468732264544,1.2507662852435528,32.0,22.155374460927135,0.8192220873297025,0.9411764705882353,3.9165538802622066
ID4241,4241,0,36.0,74.88497652582159,43.762910798122064,0.0,234.0,234,3.361547405514991,1,,73.63888888888889,76.0,47.0,106.0,2651.0,15.414562275936678,0.6961354594239009,3.921382880935879,0.05213223513898634,-0.07947635363751088,5.144242456351828,2.4040760206158973,1.3705577214986557,2.139800244350813,35.5,24.74365027950676,0.728636091648296,0.9726027397260274,4.152882010154947
ID4242,4242,0,30.0,75.55820105820106,46.80687830687831,0.0,235.0,235,3.166506184233564,1,,93.3225806451613,86.0,52.0,154.0,2893.0,30.664188773197303,0.7174289622592617,2.542642946380947,-0.08982791323685717,0.151919164596008,3.873700612865238,2.9159739750619718,-1.1663570391440523,1.328441421629256,31.5,20.964036747836243,0.9006801535757809,0.984375,3.7352496644829443
ID4243,4243,0,35.0,75.63615023474179,48.19953051643192,0.0,236.0,236,3.361547405514991,1,,97.54285714285714,92.0,54.0,148.0,3414.0,30.382215054150326,0.7330733976658221,2.7160423562725367,-0.03625806311318617,-0.12360684243912456,4.421463242873879,2.818439779323619,1.5752479847333059,1.5687627159218427,35.5,23.436172702835822,0.8122034645422597,0.9594594594594594,3.9334398484083106
ID4244,4244,0,44.0,76.0609756097561,51.337398373983746,0.0,237.0,237,3.6125759969217834,1,,89.92857142857143,91.0,33.0,155.0,3777.0,30.527391024905103,0.781450058957177,2.584434779867122,-0.022553905104956588,0.04082348061539528,5.238903225614724,2.807532261300238,1.4507198975998583,1.8660171061359265,41.0,25.36505818199175,0.8007961842307385,1.0,3.9613565568050184
ID4246,4246,0,38.0,76.11471861471861,53.73376623376623,0.0,238.0,238,3.500704303147574,1,,93.17948717948718,88.0,55.0,156.0,3634.0,27.833973745531495,0.7593637020968909,2.889810099350675,0.07184112697413579,-0.03364242609836655,4.951288710197109,2.731328149183954,1.4502173832071357,1.812776949439934,38.5,24.358485472372255,0.8153987283814844,1.0,3.925725392503235
ID4245,4245,0,41.0,76.275,56.829166666666666,0.0,239.0,239,3.5682482323055424,1,,108.55,106.0,46.0,189.0,4342.0,40.18352130681661,0.7852394983896388,2.3763887175927447,0.023935353833074675,0.02272318409821212,4.838522251991769,2.825916342536306,1.7179274679515932,1.7121958563179251,40.0,25.00876701224514,0.8036839479234887,0.9523809523809523,3.9542332615589353
ID4248,4248,0,40.0,76.10964912280701,58.75877192982457,0.0,240.0,240,3.477898169151024,1,,89.56410256410257,92.0,50.0,134.0,3493.0,26.696929521649878,0.7203105356610547,2.8094129324687764,-0.021232629447965418,0.025857794760439253,4.705370283487015,2.8817009195761307,1.2808573764659918,1.6328447728639124,38.0,24.60112615949154,0.7890117746257661,0.9620253164556962,3.990829647009896
ID4247,4247,0,36.0,76.50444444444445,60.82444444444444,0.0,241.0,241,3.454941494713355,1,,80.15789473684211,72.0,35.0,146.0,3046.0,26.920831194538483,0.7254314522727559,2.503724297894661,0.08739156969283028,0.08920123960323154,4.238358608365384,3.1912295393206818,1.45587876930868,1.3281271547980233,37.5,25.594553449872045,0.7193595576885248,0.9036144578313253,4.179573076438492
ID4249,4249,0,39.0,76.76506024096386,63.5,0.0,242.0,242,3.634537147509613,1,,87.8,86.0,48.0,142.0,3512.0,25.229408968960747,0.8005287388507754,3.0945272029768796,0.02338278429175243,-0.17183048248853952,4.334710117337343,3.6539376879640977,1.0487991988266867,1.1863119974967493,41.5,25.32032791758285,0.8134283584391612,0.9540229885057471,3.930477164857733
ID4250,4250,0,34.0,76.10199004975124,64.74378109452736,0.0,243.0,243,3.2654833007009834,1,,101.97058823529412,101.0,44.0,194.0,3467.0,41.55572038375933,0.7756224464185842,2.143748568748349,0.2436307006059282,-0.023956607546180078,4.0477591405673135,3.099889475482705,1.739530959513563,1.3057753099203673,33.5,22.358485472372255,0.8421120996729738,0.9852941176470589,3.8629579286803866
ID4251,4251,0,26.0,76.27564102564102,66.33974358974359,0.0,244.0,244,2.876813695875796,1,,104.76923076923077,97.0,46.0,195.0,2724.0,44.425495105677946,0.6689472071888083,1.890517579767957,0.020825020972763737,0.00932027166213674,3.9673790007906913,2.6186679410264078,1.1082939224204336,1.5150370685164631,26.0,20.04241210904501,0.8133607975922448,0.9811320754716981,3.9306404016726475
ID4253,4253,0,30.0,75.70218579234972,67.75136612021858,0.0,245.0,245,3.1158388162107515,1,,98.54838709677419,84.0,33.0,198.0,3055.0,45.52203767383985,0.7851948238562431,1.9043625467874177,0.0272087699596678,-0.03001626798320349,4.027087884675872,2.6470509079506823,0.6218130552083945,1.5213488613234112,30.5,22.358485472372255,0.7666990758216627,0.9384615384615385,4.048484325244069
ID4252,4252,0,28.0,76.3641975308642,68.58641975308642,0.0,246.0,246,2.9316150714175193,1,,111.74074074074075,106.0,54.0,203.0,3017.0,47.23801646375723,0.7639836289222374,2.0489878852354253,-0.058792893687251435,-0.0048941342159197895,3.9713191711499647,2.343231474505177,0.7209970567748697,1.694804467402689,27.0,20.53663105724556,0.8044799526702993,0.9818181818181818,3.952276489716251
ID4255,4255,0,34.0,76.07004830917874,68.35024154589372,0.0,247.0,247,3.3138634663094946,1,,88.54285714285714,79.0,32.0,176.0,3099.0,34.64555217793888,0.79951273768765,2.2709444040392524,0.22987467228264133,0.017114502269518106,4.178495910579945,3.0625958842267473,1.4693161716842862,1.3643641108839741,34.5,22.358485472372255,0.8672497742900775,1.0,3.8065613552462976
ID4254,4254,0,30.0,75.78888888888888,68.30555555555556,0.0,248.0,248,3.0901936161855166,1,,94.4,95.0,52.0,164.0,2832.0,29.832405430891814,0.7420545417264712,2.6958007931517334,-0.1084539791450901,0.008667295288964582,3.8749652890775907,2.7649764744496124,1.5668796247577732,1.4014460249065697,30.0,21.77269903474535,0.7952553144877511,0.9523809523809523,3.9751327997003285
ID4256,4256,0,24.0,76.27124183006536,68.67647058823529,0.0,249.0,249,2.849017742606504,1,,74.92,76.0,50.0,106.0,1873.0,15.25592780965266,0.5988495518440925,3.6787414754004883,-0.027454797404766373,-0.053079343292726906,3.1966829313627128,2.8546880366768272,-0.9886336116693096,1.1198011447457514,25.5,18.964036747836246,0.891022083737718,0.9807692307692307,3.7554388781578845
ID4257,4257,0,32.0,76.296875,67.91145833333333,0.0,250.0,250,3.1915382432114616,1,,82.3125,84.0,48.0,126.0,2634.0,19.077832939760725,0.71484375,3.5971066638798597,-0.004280927948136543,0.053917634807428824,4.1065176566529615,2.8552533323978824,1.0273852341198833,1.438232331281179,32.0,22.83130955811703,0.7714329723582694,0.9411764705882353,4.036043452978447
ID4259,4259,0,38.0,76.26851851851852,66.0,0.0,251.0,251,3.385137501286538,1,,93.0,99.0,51.0,146.0,3441.0,25.449295995501853,0.7496733733995297,3.131498979717568,0.06802147174184889,0.04595008524606221,4.027357470355899,3.074636428687366,1.4044531103624966,1.3098646177412503,36.0,25.77269903474535,0.6810712695806644,0.8888888888888888,4.295449839124225
ID4258,4258,0,39.0,76.23504273504273,64.3119658119658,0.0,252.0,252,3.523362819972964,1,,107.35897435897436,108.0,49.0,187.0,4187.0,37.85880081196944,0.7834729518671021,2.491489014489984,-0.029677193587195814,0.025520294423599797,4.054178728686985,3.2774505342803932,1.415351840229556,1.2369915842458725,39.0,23.48090296724472,0.8888835791978833,0.975,3.7599536418212893
ID4260,4260,0,43.0,76.18939393939394,61.52272727272727,0.0,253.0,253,3.742410318509555,1,,84.30952380952381,86.0,42.0,128.0,3541.0,23.417200365083005,0.7356489578575646,3.051970927540099,0.19680848920230376,-0.05595337778376819,5.333481442457121,3.0794349244014034,1.4903013028386523,1.7319675763220976,44.0,26.545728536964166,0.7846450562150568,0.9777777777777777,4.001919151988188
ID4261,4261,0,35.0,75.88383838383838,60.31313131313131,0.0,254.0,254,3.2410224072142872,1,,70.78787878787878,72.0,42.0,91.0,2336.0,11.185251382282317,0.6274965164886205,4.880163772834268,0.09726780394220119,-0.008891635655778767,4.5513849633006425,2.607350597667355,1.4912100911656714,1.7455976067708354,33.0,22.69357296346483,0.8052264782943614,1.0,3.950443986739557
ID4264,4264,0,20.0,75.0925925925926,58.20370370370371,0.0,255.0,255,2.393653682408596,1,,66.16666666666667,67.0,54.0,82.0,1191.0,6.8877555466630955,0.43177719895812466,5.7939639606898234,0.34602385805003955,-0.2219946460453664,3.640783061652316,2.0544401020811027,-1.5535860016448784,1.7721534241686008,18.0,20.06737753561682,0.5616957353341442,0.8,4.729926245355081
ID4262,4262,0,21.0,74.63008130081302,55.04471544715447,0.0,256.0,256,2.5544769849751456,1,,78.0,79.0,40.0,122.0,1638.0,21.494185260204677,0.5209258084971465,2.485830175097053,0.022286994317592308,0.025333554392617114,3.970337830546694,1.8384669308752832,1.2509343533559594,2.159591648818203,20.5,18.358485472372255,0.7643460485440565,1.0,4.054711134273936
ID4263,4263,0,31.0,74.22222222222221,52.63333333333333,0.0,257.0,257,3.0901936161855166,1,,89.35483870967742,84.0,52.0,151.0,2770.0,28.752447301168154,0.6501464480150916,2.4488487372124443,-0.02239387131974364,0.0623647616668522,3.88035221341505,2.764572015598964,1.1668174104841444,1.403599613799297,30.0,21.36505818199175,0.8258914289659688,0.9836065573770492,3.9007081028957318
ID4265,4265,0,36.0,74.162100456621,50.30365296803653,0.0,258.0,258,3.4085643379153576,1,,97.16216216216216,100.0,53.0,150.0,3595.0,27.662161795405563,0.7620123472124776,3.0380443550470226,0.06511258602167386,0.4391342403082276,5.296111467545777,2.574661906642866,1.4455213217306992,2.057012399912128,36.5,24.358485472372255,0.7730403528811475,0.9733333333333334,4.031845202874102
ID4269,4269,0,37.0,73.31220657276995,47.36854460093897,0.0,259.0,259,3.3615474055149916,1,,106.1891891891892,99.0,42.0,192.0,3929.0,38.60112105297651,0.7637270057440197,2.382413633798386,-0.0574192392802825,0.13843843853682658,4.4897720137598895,2.8339303667766953,1.3974683531979228,1.5842915783659652,35.50000000000001,24.015339721864635,0.7735007656985681,0.9726027397260276,4.030645081550158
ID4266,4266,0,35.0,72.98756218905473,45.166666666666664,0.0,260.0,260,3.2654833007009834,1,,113.05882352941177,109.0,39.0,195.0,3844.0,39.71866302525009,0.7567916617402298,2.4524260087494754,0.2548668177233857,0.08890219443346478,4.382268523846882,2.905655719913292,-1.5550290515506044,1.5081857405934018,33.5,22.969112047670894,0.7979326911521814,1.0,3.968458132324661
ID4267,4267,0,40.0,73.06118143459915,43.25105485232068,0.0,261.0,261,3.5458765494951643,1,,104.72222222222223,111.0,52.0,154.0,3770.0,29.95960243023558,0.7762761598606797,3.0551923717160276,0.11313444633011975,-0.007782380215412497,4.537661846266242,3.2397441172387205,1.384363400911387,1.4006235313836313,39.5,24.371630891611243,0.8356757030880929,1.0,3.8778056966127132
ID4268,4268,0,38.0,72.33122362869199,41.07805907172995,0.0,262.0,262,3.5458765494951643,1,,85.65,76.0,37.0,147.0,3426.0,29.24130376973377,0.7890102916972377,2.583630838492638,0.07622021780518248,0.040339400302107586,4.69820763463284,2.9408373828210572,1.2540039619065066,1.597574779917273,39.5,24.200104725336033,0.8475639355325159,1.0,3.850513918411317
ID4270,4270,0,33.0,72.47435897435896,39.05897435897436,0.0,263.0,263,3.2163754912903433,1,,87.36363636363636,88.0,31.0,164.0,2883.0,29.378795692874075,0.7517726187081967,2.5523220886258735,0.11902397485037927,0.23727449155374367,4.51894687626466,2.639905004394603,1.148150866139073,1.7117838970501018,32.5,22.358485472372255,0.8169744250558701,0.9701492537313433,3.92193779662076
ID4271,4271,0,34.0,70.66931216931218,37.35185185185185,0.0,264.0,264,3.166506184233564,1,,116.5,115.0,31.0,196.0,3495.0,43.053094726363646,0.7767959813593174,2.366033847566876,0.08578140977391643,0.010225896782200448,3.640869035139061,3.230774150468993,1.2861966253158401,1.1269339376788492,31.5,22.015339721864635,0.8167133127092051,0.9545454545454546,3.9225646901263134
